爱情,"àiqíng","Love","hsk4"
安排,"ānpái","arrange","hsk4"
安全,"ānquán","security","hsk4"
按时,"ànshí","on time","hsk4"
按照,"ànzhào","according to","hsk4"
百分之,"bǎifēnzhī","percent","hsk4"
棒,"bàng","stick；excellent","hsk4"
包子,"bāozi","Steamed stuffed bun","hsk4"
保护,"bǎohù","protect","hsk4"
保证,"bǎozhèng","ensure","hsk4"
抱,"bào","Hold","hsk4"
抱歉,"bàoqiàn","feel sorry","hsk4"
报名,"bàomíng","sign up","hsk4"
倍,"bèi","times","hsk4"
本来,"běnlái","originally","hsk4"
笨,"bèn","stupid","hsk4"
比如,"bǐrú","such as","hsk4"
毕业,"bìyè","graduation","hsk4"
遍,"biàn","Times","hsk4"
标准,"biāozhǔn","standard","hsk4"
表格,"biǎogé","form","hsk4"
表示,"biǎoshì","Express","hsk4"
表演,"biǎoyǎn","perform","hsk4"
表扬,"biǎoyáng","Praise","hsk4"
饼干,"bǐnggān","Biscuits","hsk4"
并且,"bìngqiě","also","hsk4"
博士,"bóshì","doctor","hsk4"
不过,"búguò","However","hsk4"
不得不,"bùdébù","have to","hsk4"
不管,"bùguǎn","no matter","hsk4"
不仅,"bùjǐn","not only","hsk4"
部分,"bùfen","Part","hsk4"
擦,"cā","wipe","hsk4"
猜,"cāi","guess","hsk4"
材料,"cáiliào","Material Science","hsk4"
参观,"cānguān","visit","hsk4"
餐厅,"cāntīng","Restaurant","hsk4"
差不多,"chàbuduō","Almost","hsk4"
尝,"cháng","taste","hsk4"
长城,"chángchéng","The Great Wall","hsk4"
长江,"chángjiāng","The Yangtze River","hsk4"
场,"chǎng","site","hsk4"
超过,"chāoguò","Exceed","hsk4"
厕所,"cèsuǒ","Toilet","hsk4"
成功,"chénggōng","Success","hsk4"
成为,"chéngwéi","Become","hsk4"
诚实,"chéngshí","honest","hsk4"
乘坐,"chéngzuò","ride","hsk4"
吃惊,"chījīng","Be amazed","hsk4"
重新,"chóngxīn","again","hsk4"
抽烟,"chōuyān","smoking","hsk4"
出差,"chūchāi","A business travel","hsk4"
出发,"chūfā","Set out","hsk4"
出生,"chūshēng","Birth","hsk4"
出现,"chūxiàn","Appear","hsk4"
厨房,"chúfáng","Kitchen","hsk4"
传真,"chuánzhēn","Fax","hsk4"
窗户,"chuānghu","Window","hsk4"
词语,"cíyǔ","terms, words","hsk4"
从来,"cónglái","Always","hsk4"
粗心,"cūxīn","careless","hsk4"
存,"cún","Deposit","hsk4"
错误,"cuòwù","error","hsk4"
答案,"dá’àn","answer","hak4"
打招呼,"dǎzhāohu","Say hello","hsk4"
打扮,"dǎban","dress up","hsk4"
打扰,"dǎrǎo","Disturb","hsk4"
打印,"dǎyìn","Print","hsk4"
打折,"dǎzhé","Discount","hsk4"
打针,"dǎzhēn","To make an injection","hsk4"
大概,"dàgài","Probably","hsk4"
大使馆,"dàshǐguǎn","Embassy","hsk4"
大约,"dàyuē","about","hsk4"
戴,"dài","wear","hsk4"
大夫,"dàifu","Doctor","hsk4"
当,"dāng","When","hsk4"
当时,"dāngshí","at that time","hsk4"
刀,"dāo","knife","hsk4"
导游,"dǎoyóu","Guide","hsk4"
倒,"dào","inverted","hsk4"
到处,"dàochù","everywhere","hsk4"
到底,"dàodǐ","To the end","hsk4"
道歉,"dàoqiàn","apologize","hsk4"
得意,"déyì","Proud","hsk4"
地点,"dìdiǎn","location","hsk4"
得（助动词）,"děi","have to","hsk4"
登机牌,"dēngjīpái","Boarding pass","hsk4"
等 （动）,"děng","wait (verb)","hsk4"
低,"dī","low","hsk4"
底,"dǐ","bottom","hsk4"
地球,"dìqiú","earth","hsk4"
地址,"dìzhǐ","address","hsk4"
掉,"diào","fall","hsk4"
调查,"diàochá","investigation","hsk4"
丢,"diū","lose","hsk4"
动作,"dòngzuò","action","hsk4"
堵车,"dǔchē","Traffic jam","hsk4"
肚子,"dùzi","belly","hsk4"
短信,"duǎnxìn","Short message","hsk4"
对于,"duìyú","about","hsk4"
对话,"duìhuà","dialogue","hsk4"
对面,"duìmiàn","Opposite side","hsk4"
而,"ér","and","hsk4"
儿童,"értóng","children","hsk4"
发生,"fāshēng","Happen","hsk4"
发展,"fāzhǎn","Development","hsk4"
法律,"fǎlǜ","Law","hsk4"
翻译,"fānyì","translate","hsk4"
烦恼,"fánnǎo","annoyance","hsk4"
反对,"fǎnduì","Opposition","hsk4"
方法,"fāngfǎ","Method","hsk4"
方面,"fāngmiàn","Aspect","hsk4"
方向,"fāngxiàng","direction","hsk4"
房东,"fángdōng","landlord","hsk4"
放弃,"fàngqì","give up","hsk4"
放暑假,"fàngshǔjià","summer vacation","hsk4"
放松,"fàngsōng","Relax","hsk4"
份,"fèn","share (measure word)","hsk4"
丰富,"fēngfù","rich","hsk4"
否则,"fǒuzé","otherwise","hsk4"
符合,"fúhé","accord with","hsk4"
富,"fù","rich","hsk4"
付款,"fùkuǎn","pay","hsk4"
父亲,"fùqīn","father","hsk4"
复印,"fùyìn","To copy","hsk4"
复杂,"fùzá","complex","hsk4"
负责,"fùzé","Be responsible for","hsk4"
改变,"gǎibiàn","change","hsk4"
干杯,"gānbēi","Cheers!","hsk4"
赶,"gǎn","catch up with","hsk4"
敢,"gǎn","dare","hsk4"
感动,"gǎndòng","Be moved","hsk4"
感觉,"gǎnjué","feel","hsk4"
感情,"gǎnqíng","feeling","hsk4"
感谢,"gǎnxiè","Thank","hsk4"
干,"gān","dry","hsk4"
刚,"gāng","just","hsk4"
高速公路,"gāosùgōnglù","Expressway","hsk4"
胳膊,"gēbo","Arm","hsk4"
各,"gè","various","hsk4"
公里,"gōnglǐ","kilometre","hsk4"
工资,"gōngzī","wages","hsk4"
功夫,"gōngfu","Kungfu","hsk4"
共同,"gòngtóng","common","hsk4"
够,"gòu","enough","hsk4"
购物,"gòuwù","Shopping","hsk4"
估计,"gūjì","estimate","hsk4"
鼓励,"gǔlì","encourage","hsk4"
顾客,"gùkè","customer","hsk4"
故意,"gùyì","deliberately","hsk4"
挂,"guà","hang","hsk4"
关键,"guānjiàn","key","hsk4"
观众,"guānzhòng","Audience","hsk4"
管理,"guǎnlǐ","Administration","hsk4"
光,"guāng","light","hsk4"
广播,"guǎngbō","Radio broadcast","hsk4"
广告,"guǎnggào","Advertisement","hsk4"
逛,"guàng","Stroll","hsk4"
规定,"guīdìng","Regulations","hsk4"
国际,"guójì","international","hsk4"
国籍,"guójí","nationality","hsk4"
果汁,"guǒzhī","fruit juice","hsk4"
过程,"guòchéng","process","hsk4"
海洋,"hǎiyáng","ocean","hsk4"
害羞,"hàixiū","Shy","hsk4"
寒假,"hánjià","The winter vacation","hsk4"
汗,"hàn","sweat","hsk4"
航班,"hángbān","flight","hsk4"
好处,"hǎochù","benefit","hsk4"
好像,"hǎoxiàng","Be like, seem","hsk4"
号码,"hàomǎ","number","hsk4"
合格,"hégé","qualified","hsk4"
合适,"héshì","appropriate","hsk4"
盒子,"hézi","Box","hsk4"
厚,"hòu","thick","hsk4"
后悔,"hòuhuǐ","regret","hsk4"
护士,"hùshi","Nurse","hsk4"
互联网,"hùliánwǎng","Internet","hsk4"
互相,"hùxiāng","each other","hsk4"
怀疑,"huáiyí","doubt","hsk4"
回忆,"huíyì","Memory","hsk4"
活动,"huódòng","activity","hsk4"
活泼,"huópō","lively","hsk4"
火,"huǒ","fire","hsk4"
获得,"huòdé","Get","hsk4"
基础,"jīchǔ","Basics","hsk4"
激动,"jīdòng","Excited","hsk4"
积极,"jījí","positive","hsk4"
积累,"jīlěi","accumulation","hsk4"
及时,"jíshí","timely","hsk4"
即使,"jíshǐ","even if","hsk4"
寄,"jì","send","hsk4"
记者,"jìzhě","Reporter","hsk4"
计划,"jìhuà","plan","hsk4"
既然,"jìrán","although","hsk4"
技术,"jìshù","technology","hsk4"
继续,"jìxù","Continue","hsk4"
家具,"jiājù","furniture","hsk4"
加班,"jiābān","overtime work","hsk4"
加油站,"jiāyóuzhàn","Gas station","hsk4"
假,"jiǎ","FALSE","hsk4"
价格,"jiàgé","Price","hsk4"
坚持,"jiānchí","Insist","hsk4"
减肥,"jiǎnféi","Reduce weight","hsk4"
减少,"jiǎnshǎo","reduce","hsk4"
建议,"jiànyì","proposal","hsk4"
将来,"jiānglái","future","hsk4"
奖金,"jiǎngjīn","bonus","hsk4"
降低,"jiàngdī","reduce","hsk4"
降落,"jiàngluò","land","hsk4"
交,"jiāo","hand over","hsk4"
交流,"jiāoliú","Communication","hsk4"
交通,"jiāotōng","traffic","hsk4"
郊区,"jiāoqū","Suburb","hsk4"
骄傲,"jiāo’ào","Proud","hsk4"
饺子,"jiǎozi","Dumplings","hsk4"
教授,"jiàoshòu","professor","hsk4"
教育,"jiàoyù","education","hsk4"
接受,"jiēshòu","accept","hsk4"
接着,"jiēzhe","Next","hsk4"
结果,"jiéguǒ","Result","hsk4"
节,"jié","section, festival","hsk4"
节约,"jiéyuē","save","hsk4"
解释,"jiěshì","explain","hsk4"
尽管,"jǐnguǎn","although","hsk4"
紧张,"jǐnzhāng","Nervous","hsk4"
进行,"jìnxíng","in process of","hsk4"
禁止,"jìnzhǐ","prohibit","hsk4"
精彩,"jīngcǎi","Marvellous","hsk4"
经济,"jīngjì","Economics","hsk4"
经历,"jīnglì","experience","hsk4"
经验,"jīngyàn","experience","hsk4"
京剧,"jīngjù","Beijing opera","hsk4"
警察,"jǐngchá","Policeman","hsk4"
景色,"jǐngsè","scenery","hsk4"
竟然,"jìngrán","Unexpectedly","hsk4"
竞争,"jìngzhēng","compete","hsk4"
镜子,"jìngzi","Mirror","hsk4"
究竟,"jiūjìng","exactly","hsk4"
举,"jǔ","lift","hsk4"
举办,"jǔbàn","hold","hsk4"
举行,"jǔxíng","hold","hsk4"
拒绝,"jùjué","refuse","hsk4"
距离,"jùlí","distance","hsk4"
聚会,"jùhuì","Party","hsk4"
开玩笑,"kāiwánxiào","Make fun of","hsk4"
开心,"kāixīn","Happy","hsk4"
看法,"kànfǎ","view","hsk4"
